industry,kind_of_business,month,avg_sales,lowest_sales,highest_sales
Home Goods & Building Supplies,Building mat. and supplies dealers,April,27274.85,20310.0,39589.0
Home Goods & Building Supplies,Building mat. and supplies dealers,August,26976.54,19349.0,39905.0
Home Goods & Building Supplies,Building mat. and supplies dealers,December,23732.69,17654.0,33417.0
Home Goods & Building Supplies,Building mat. and supplies dealers,February,19575.15,13750.0,29463.0
Home Goods & Building Supplies,Building mat. and supplies dealers,January,20105.85,13738.0,29770.0
Home Goods & Building Supplies,Building mat. and supplies dealers,July,27635.69,20304.0,38336.0
Home Goods & Building Supplies,Building mat. and supplies dealers,June,28883.62,21652.0,41870.0
Home Goods & Building Supplies,Building mat. and supplies dealers,March,25131.31,18974.0,38803.0
Home Goods & Building Supplies,Building mat. and supplies dealers,May,29976.54,21871.0,42979.0
Home Goods & Building Supplies,Building mat. and supplies dealers,November,25244.62,18714.0,35367.0
Home Goods & Building Supplies,Building mat. and supplies dealers,October,26535.54,18985.0,37452.0
Home Goods & Building Supplies,Building mat. and supplies dealers,September,25794.77,18915.0,37504.0
Home Goods & Building Supplies,Hardware stores,April,2357.31,1730.0,3479.0
Home Goods & Building Supplies,Hardware stores,August,2301.08,1502.0,3536.0
Home Goods & Building Supplies,Hardware stores,December,2298.0,1700.0,3590.0
Home Goods & Building Supplies,Hardware stores,February,1756.31,1227.0,2631.0
Home Goods & Building Supplies,Hardware stores,January,1842.92,1272.0,2728.0
Home Goods & Building Supplies,Hardware stores,July,2328.85,1614.0,3540.0
Home Goods & Building Supplies,Hardware stores,June,2491.69,1714.0,3839.0
Home Goods & Building Supplies,Hardware stores,March,2162.46,1498.0,3252.0
Home Goods & Building Supplies,Hardware stores,May,2622.92,1825.0,3895.0
Home Goods & Building Supplies,Hardware stores,November,2216.54,1631.0,3396.0
Home Goods & Building Supplies,Hardware stores,October,2303.85,1524.0,3478.0
Home Goods & Building Supplies,Hardware stores,September,2172.62,1455.0,3370.0
Home Goods & Building Supplies,Paint and wallpaper stores,April,954.54,703.0,1386.0
Home Goods & Building Supplies,Paint and wallpaper stores,August,1104.15,784.0,1594.0
Home Goods & Building Supplies,Paint and wallpaper stores,December,777.92,517.0,1151.0
Home Goods & Building Supplies,Paint and wallpaper stores,February,749.46,484.0,1096.0
Home Goods & Building Supplies,Paint and wallpaper stores,January,741.62,466.0,1051.0
Home Goods & Building Supplies,Paint and wallpaper stores,July,1077.77,774.0,1470.0
Home Goods & Building Supplies,Paint and wallpaper stores,June,1096.85,791.0,1608.0
Home Goods & Building Supplies,Paint and wallpaper stores,March,947.92,670.0,1424.0
Home Goods & Building Supplies,Paint and wallpaper stores,May,1036.92,708.0,1494.0
Home Goods & Building Supplies,Paint and wallpaper stores,November,873.31,638.0,1302.0
Home Goods & Building Supplies,Paint and wallpaper stores,October,1027.54,682.0,1523.0
Home Goods & Building Supplies,Paint and wallpaper stores,September,1040.08,736.0,1577.0
Home Goods & Electronics,All other home furnishings stores,April,4931.27,356.0,21850.77
Home Goods & Electronics,All other home furnishings stores,August,5320.27,1861.0,21850.77
Home Goods & Electronics,All other home furnishings stores,December,7887.02,3244.0,21850.77
Home Goods & Electronics,All other home furnishings stores,February,4944.58,1467.0,21850.77
Home Goods & Electronics,All other home furnishings stores,January,5070.81,1563.0,21850.77
Home Goods & Electronics,All other home furnishings stores,July,5234.04,1867.0,21850.77
Home Goods & Electronics,All other home furnishings stores,June,5094.43,1709.0,21850.77
Home Goods & Electronics,All other home furnishings stores,March,5107.96,1488.0,21850.77
Home Goods & Electronics,All other home furnishings stores,May,5117.96,1184.0,21850.77
Home Goods & Electronics,All other home furnishings stores,November,7182.64,2362.0,21850.77
Home Goods & Electronics,All other home furnishings stores,October,6722.49,1739.0,21850.77
Home Goods & Electronics,All other home furnishings stores,September,5169.73,1780.0,21850.77
Home Goods & Electronics,Electronic shopping and mail-order houses,April,44112.38,20385.0,92322.0
Home Goods & Electronics,Electronic shopping and mail-order houses,August,46836.38,21602.0,97508.0
Home Goods & Electronics,Electronic shopping and mail-order houses,December,66373.38,32975.0,122574.0
Home Goods & Electronics,Electronic shopping and mail-order houses,February,38807.92,18419.0,82090.0
Home Goods & Electronics,Electronic shopping and mail-order houses,January,41104.15,19565.0,87596.0
Home Goods & Electronics,Electronic shopping and mail-order houses,July,45069.92,19875.0,93574.0
Home Goods & Electronics,Electronic shopping and mail-order houses,June,44826.38,21027.0,91389.0
Home Goods & Electronics,Electronic shopping and mail-order houses,March,43874.92,21629.0,88881.0
Home Goods & Electronics,Electronic shopping and mail-order houses,May,45949.85,20021.0,95798.0
Home Goods & Electronics,Electronic shopping and mail-order houses,November,55921.08,25275.0,114374.0
Home Goods & Electronics,Electronic shopping and mail-order houses,October,47715.85,21388.0,97131.0
Home Goods & Electronics,Electronic shopping and mail-order houses,September,44927.85,21327.0,92116.0
Home Goods & Electronics,Electronics and appliance stores,April,6738.92,3013.0,7358.0
Home Goods & Electronics,Electronics and appliance stores,August,7869.15,6765.0,8474.0
Home Goods & Electronics,Electronics and appliance stores,December,11718.62,9118.0,13534.0
Home Goods & Electronics,Electronics and appliance stores,February,7283.69,6121.0,8261.0
Home Goods & Electronics,Electronics and appliance stores,January,7421.77,6718.0,8168.0
Home Goods & Electronics,Electronics and appliance stores,July,7576.85,6478.0,8190.0
Home Goods & Electronics,Electronics and appliance stores,June,7448.08,5583.0,8009.0
Home Goods & Electronics,Electronics and appliance stores,March,7687.85,5778.0,8507.0
Home Goods & Electronics,Electronics and appliance stores,May,7213.31,3914.0,7955.0
Home Goods & Electronics,Electronics and appliance stores,November,9528.23,7946.0,10679.0
Home Goods & Electronics,Electronics and appliance stores,October,7461.23,6781.0,8063.0
Home Goods & Electronics,Electronics and appliance stores,September,7480.0,6383.0,8178.0
Home Goods & Electronics,Electronics stores,April,5385.15,1888.0,6154.0
Home Goods & Electronics,Electronics stores,August,6352.77,5035.0,7100.0
Home Goods & Electronics,Electronics stores,December,10124.54,7445.0,11921.0
Home Goods & Electronics,Electronics stores,February,5999.92,4651.0,6991.0
Home Goods & Electronics,Electronics stores,January,6150.85,5171.0,6927.0
Home Goods & Electronics,Electronics stores,July,6055.46,4761.0,6816.0
Home Goods & Electronics,Electronics stores,June,5929.92,3912.0,6630.0
Home Goods & Electronics,Electronics stores,March,6251.46,4495.0,7182.0
Home Goods & Electronics,Electronics stores,May,5722.08,2480.0,6555.0
Home Goods & Electronics,Electronics stores,November,7915.31,6186.0,9076.0
Home Goods & Electronics,Electronics stores,October,6014.23,5082.0,6621.0
Home Goods & Electronics,Electronics stores,September,6020.92,4737.0,6732.0
Home Goods & Electronics,Floor covering stores,April,10841.97,1127.0,21850.77
Home Goods & Electronics,Floor covering stores,August,10954.59,1381.0,21850.77
Home Goods & Electronics,Floor covering stores,December,10840.43,1110.0,21850.77
Home Goods & Electronics,Floor covering stores,February,9166.6,959.0,21850.77
Home Goods & Electronics,Floor covering stores,January,9162.14,947.0,21850.77
Home Goods & Electronics,Floor covering stores,July,10899.74,1271.0,21850.77
Home Goods & Electronics,Floor covering stores,June,10894.43,1295.0,21850.77
Home Goods & Electronics,Floor covering stores,March,10837.97,1211.0,21850.77
Home Goods & Electronics,Floor covering stores,May,10867.74,1121.0,21850.77
Home Goods & Electronics,Floor covering stores,November,10857.05,1165.0,21850.77
Home Goods & Electronics,Floor covering stores,October,10912.43,1245.0,21850.77
Home Goods & Electronics,Floor covering stores,September,10898.97,1287.0,21850.77
Home Goods & Electronics,Furniture and home furnishings stores,April,8344.15,3852.0,12197.0
Home Goods & Electronics,Furniture and home furnishings stores,August,9681.08,7330.0,12534.0
Home Goods & Electronics,Furniture and home furnishings stores,December,10701.0,8482.0,12678.0
Home Goods & Electronics,Furniture and home furnishings stores,February,8175.77,6468.0,10685.0
Home Goods & Electronics,Furniture and home furnishings stores,January,8207.23,6244.0,10432.0
Home Goods & Electronics,Furniture and home furnishings stores,July,9291.92,7241.0,12027.0
Home Goods & Electronics,Furniture and home furnishings stores,June,9025.08,6902.0,11863.0
Home Goods & Electronics,Furniture and home furnishings stores,March,9213.23,7271.0,12533.0
Home Goods & Electronics,Furniture and home furnishings stores,May,9032.77,6932.0,12180.0
Home Goods & Electronics,Furniture and home furnishings stores,November,10022.85,7630.0,12795.0
Home Goods & Electronics,Furniture and home furnishings stores,October,9295.92,6793.0,12040.0
Home Goods & Electronics,Furniture and home furnishings stores,September,9337.15,7101.0,11974.0
Home Goods & Electronics,Furniture stores,April,4541.69,1962.0,6770.0
Home Goods & Electronics,Furniture stores,August,5206.31,3997.0,6778.0
Home Goods & Electronics,Furniture stores,December,5218.23,4050.0,6623.0
Home Goods & Electronics,Furniture stores,February,4643.62,3834.0,5996.0
Home Goods & Electronics,Furniture stores,January,4525.15,3576.0,6009.0
Home Goods & Electronics,Furniture stores,July,5061.85,3964.0,6669.0
Home Goods & Electronics,Furniture stores,June,4944.69,3749.0,6692.0
Home Goods & Electronics,Furniture stores,March,5167.38,4091.0,7074.0
Home Goods & Electronics,Furniture stores,May,4975.08,3861.0,6758.0
Home Goods & Electronics,Furniture stores,November,5246.62,4009.0,6821.0
Home Goods & Electronics,Furniture stores,October,4993.54,3714.0,6638.0
Home Goods & Electronics,Furniture stores,September,5163.77,3933.0,6734.0
Home Goods & Electronics,"Furniture, home furn, electronics, and appliance stores",April,15083.08,6865.0,19297.0
Home Goods & Electronics,"Furniture, home furn, electronics, and appliance stores",August,17550.23,15467.0,19945.0
Home Goods & Electronics,"Furniture, home furn, electronics, and appliance stores",December,22419.62,21160.0,23802.0
Home Goods & Electronics,"Furniture, home furn, electronics, and appliance stores",February,15459.46,14276.0,17111.0
Home Goods & Electronics,"Furniture, home furn, electronics, and appliance stores",January,15629.0,13829.0,17275.0
Home Goods & Electronics,"Furniture, home furn, electronics, and appliance stores",July,16868.77,15203.0,19947.0
Home Goods & Electronics,"Furniture, home furn, electronics, and appliance stores",June,16473.15,14876.0,19621.0
Home Goods & Electronics,"Furniture, home furn, electronics, and appliance stores",March,16901.08,13815.0,20276.0
Home Goods & Electronics,"Furniture, home furn, electronics, and appliance stores",May,16246.08,11059.0,19426.0
Home Goods & Electronics,"Furniture, home furn, electronics, and appliance stores",November,19551.08,17115.0,21735.0
Home Goods & Electronics,"Furniture, home furn, electronics, and appliance stores",October,16757.15,14116.0,19936.0
Home Goods & Electronics,"Furniture, home furn, electronics, and appliance stores",September,16817.15,14755.0,19522.0
Home Goods & Electronics,Home furnishings stores,April,6344.35,1890.0,21850.77
Home Goods & Electronics,Home furnishings stores,August,6966.81,3333.0,21850.77
Home Goods & Electronics,Home furnishings stores,December,9147.72,4432.0,21850.77
Home Goods & Electronics,Home furnishings stores,February,6205.5,2617.0,21850.77
Home Goods & Electronics,Home furnishings stores,January,6328.58,2641.0,21850.77
Home Goods & Electronics,Home furnishings stores,July,6773.73,3239.0,21850.77
Home Goods & Electronics,Home furnishings stores,June,6634.73,3153.0,21850.77
Home Goods & Electronics,Home furnishings stores,March,6570.43,3180.0,21850.77
Home Goods & Electronics,Home furnishings stores,May,6603.58,2958.0,21850.77
Home Goods & Electronics,Home furnishings stores,November,8508.64,3621.0,21850.77
Home Goods & Electronics,Home furnishings stores,October,8140.49,3079.0,21850.77
Home Goods & Electronics,Home furnishings stores,September,6723.35,3168.0,21850.77
Home Goods & Electronics,Household appliance stores,April,1353.77,1125.0,1829.0
Home Goods & Electronics,Household appliance stores,August,1516.38,1291.0,1831.0
Home Goods & Electronics,Household appliance stores,December,1594.08,1417.0,1747.0
Home Goods & Electronics,Household appliance stores,February,1283.77,1130.0,1564.0
Home Goods & Electronics,Household appliance stores,January,1270.92,1077.0,1606.0
Home Goods & Electronics,Household appliance stores,July,1521.38,1334.0,1831.0
Home Goods & Electronics,Household appliance stores,June,1518.15,1314.0,1889.0
Home Goods & Electronics,Household appliance stores,March,1436.38,1215.0,1930.0
Home Goods & Electronics,Household appliance stores,May,1491.23,1274.0,1791.0
Home Goods & Electronics,Household appliance stores,November,1612.92,1460.0,1834.0
Home Goods & Electronics,Household appliance stores,October,1447.0,1192.0,1769.0
Home Goods & Electronics,Household appliance stores,September,1459.08,1226.0,1785.0
Miscellaneous,Miscellaneous store retailers,April,9904.23,7033.0,15685.0
Miscellaneous,Miscellaneous store retailers,August,11125.92,8785.0,16558.0
Miscellaneous,Miscellaneous store retailers,December,11944.46,10291.0,16287.0
Miscellaneous,Miscellaneous store retailers,February,9028.85,7362.0,12836.0
Miscellaneous,Miscellaneous store retailers,January,8924.0,7244.0,12496.0
Miscellaneous,Miscellaneous store retailers,July,10817.46,8740.0,16200.0
Miscellaneous,Miscellaneous store retailers,June,11001.69,9232.0,17004.0
Miscellaneous,Miscellaneous store retailers,March,10035.31,8458.0,15191.0
Miscellaneous,Miscellaneous store retailers,May,11317.08,9048.0,17155.0
Miscellaneous,Miscellaneous store retailers,November,10726.15,8748.0,14909.0
Miscellaneous,Miscellaneous store retailers,October,11271.54,9159.0,16279.0
Miscellaneous,Miscellaneous store retailers,September,10617.92,8797.0,15904.0
Miscellaneous,Nonstore retailers,April,51109.15,26480.0,102317.0
Miscellaneous,Nonstore retailers,August,53405.15,27180.0,107724.0
Miscellaneous,Nonstore retailers,December,75173.38,41336.0,135012.0
Miscellaneous,Nonstore retailers,February,47044.54,25743.0,92870.0
Miscellaneous,Nonstore retailers,January,49851.23,27365.0,98618.0
Miscellaneous,Nonstore retailers,July,51407.77,25188.0,102719.0
Miscellaneous,Nonstore retailers,June,51339.69,26773.0,101402.0
Miscellaneous,Nonstore retailers,March,52143.54,28768.0,100752.0
Miscellaneous,Nonstore retailers,May,52732.77,25502.0,106024.0
Miscellaneous,Nonstore retailers,November,63760.85,31867.0,125765.0
Miscellaneous,Nonstore retailers,October,55236.46,27550.0,108289.0
Miscellaneous,Nonstore retailers,September,51553.62,27205.0,101908.0
Miscellaneous,Used merchandise stores,April,1321.23,454.0,2086.0
Miscellaneous,Used merchandise stores,August,1488.46,973.0,2106.0
Miscellaneous,Used merchandise stores,December,1454.77,1217.0,1998.0
Miscellaneous,Used merchandise stores,February,1264.69,866.0,1712.0
Miscellaneous,Used merchandise stores,January,1237.31,822.0,1649.0
Miscellaneous,Used merchandise stores,July,1420.69,977.0,2282.0
Miscellaneous,Used merchandise stores,June,1346.15,883.0,2067.0
Miscellaneous,Used merchandise stores,March,1412.85,1013.0,2187.0
Miscellaneous,Used merchandise stores,May,1365.92,946.0,2118.0
Miscellaneous,Used merchandise stores,November,1487.46,1014.0,2169.0
Miscellaneous,Used merchandise stores,October,1559.54,1100.0,2065.0
Miscellaneous,Used merchandise stores,September,1401.77,974.0,1951.0
Office Supplies & Gifts,"Gift, novelty, and souvenir stores",April,1187.77,230.0,1531.0
Office Supplies & Gifts,"Gift, novelty, and souvenir stores",August,1470.85,1203.0,2075.0
Office Supplies & Gifts,"Gift, novelty, and souvenir stores",December,2175.23,1798.0,2466.0
Office Supplies & Gifts,"Gift, novelty, and souvenir stores",February,1106.31,949.0,1191.0
Office Supplies & Gifts,"Gift, novelty, and souvenir stores",January,1002.92,896.0,1093.0
Office Supplies & Gifts,"Gift, novelty, and souvenir stores",July,1519.08,1252.0,1970.0
Office Supplies & Gifts,"Gift, novelty, and souvenir stores",June,1425.38,935.0,1823.0
Office Supplies & Gifts,"Gift, novelty, and souvenir stores",March,1191.85,797.0,1492.0
Office Supplies & Gifts,"Gift, novelty, and souvenir stores",May,1423.54,556.0,1836.0
Office Supplies & Gifts,"Gift, novelty, and souvenir stores",November,1479.54,1281.0,1697.0
Office Supplies & Gifts,"Gift, novelty, and souvenir stores",October,1974.23,1542.0,2718.0
Office Supplies & Gifts,"Gift, novelty, and souvenir stores",September,1442.69,1182.0,2044.0
Office Supplies & Gifts,Office supplies and stationery stores,April,1058.77,613.0,1480.0
Office Supplies & Gifts,Office supplies and stationery stores,August,1498.46,1084.0,1912.0
Office Supplies & Gifts,Office supplies and stationery stores,December,1213.85,866.0,1675.0
Office Supplies & Gifts,Office supplies and stationery stores,February,1119.15,755.0,1550.0
Office Supplies & Gifts,Office supplies and stationery stores,January,1277.46,824.0,1738.0
Office Supplies & Gifts,Office supplies and stationery stores,July,1080.08,815.0,1418.0
Office Supplies & Gifts,Office supplies and stationery stores,June,997.54,749.0,1393.0
Office Supplies & Gifts,Office supplies and stationery stores,March,1174.23,878.0,1628.0
Office Supplies & Gifts,Office supplies and stationery stores,May,1050.38,718.0,1411.0
Office Supplies & Gifts,Office supplies and stationery stores,November,1040.38,729.0,1462.0
Office Supplies & Gifts,Office supplies and stationery stores,October,1068.38,781.0,1448.0
Office Supplies & Gifts,Office supplies and stationery stores,September,1213.23,861.0,1687.0
Office Supplies & Gifts,"Office supplies, stationery, and gift stores",April,2246.54,843.0,2562.0
Office Supplies & Gifts,"Office supplies, stationery, and gift stores",August,2969.31,2330.0,3265.0
Office Supplies & Gifts,"Office supplies, stationery, and gift stores",December,3389.08,2729.0,3929.0
Office Supplies & Gifts,"Office supplies, stationery, and gift stores",February,2225.46,1729.0,2694.0
Office Supplies & Gifts,"Office supplies, stationery, and gift stores",January,2280.38,1823.0,2647.0
Office Supplies & Gifts,"Office supplies, stationery, and gift stores",July,2599.15,2140.0,2845.0
Office Supplies & Gifts,"Office supplies, stationery, and gift stores",June,2422.92,1728.0,2633.0
Office Supplies & Gifts,"Office supplies, stationery, and gift stores",March,2366.08,1675.0,2697.0
Office Supplies & Gifts,"Office supplies, stationery, and gift stores",May,2473.92,1274.0,2790.0
Office Supplies & Gifts,"Office supplies, stationery, and gift stores",November,2519.92,2020.0,2957.0
Office Supplies & Gifts,"Office supplies, stationery, and gift stores",October,3042.62,2790.0,3503.0
Office Supplies & Gifts,"Office supplies, stationery, and gift stores",September,2655.92,2285.0,2916.0
Restaurants & Bars,Drinking places,April,9524.76,1658.0,21850.77
Restaurants & Bars,Drinking places,August,9555.76,1717.0,21850.77
Restaurants & Bars,Drinking places,December,9559.3,1705.0,21850.77
Restaurants & Bars,Drinking places,February,7924.16,1572.0,21850.77
Restaurants & Bars,Drinking places,January,7923.62,1545.0,21850.77
Restaurants & Bars,Drinking places,July,9561.99,1707.0,21850.77
Restaurants & Bars,Drinking places,June,9521.53,1680.0,21850.77
Restaurants & Bars,Drinking places,March,9607.6,1736.0,21850.77
Restaurants & Bars,Drinking places,May,9568.83,1690.0,21850.77
Restaurants & Bars,Drinking places,November,9507.37,1631.0,21850.77
Restaurants & Bars,Drinking places,October,9570.76,1720.0,21850.77
Restaurants & Bars,Drinking places,September,9529.07,1673.0,21850.77
Restaurants & Bars,Food services and drinking places,April,53766.54,31169.0,86931.0
Restaurants & Bars,Food services and drinking places,August,57895.77,40308.0,89313.0
Restaurants & Bars,Food services and drinking places,December,57891.0,39785.0,90561.0
Restaurants & Bars,Food services and drinking places,February,50154.69,35359.0,72739.0
Restaurants & Bars,Food services and drinking places,January,49829.0,35513.0,69815.0
Restaurants & Bars,Food services and drinking places,July,57570.08,41024.0,89304.0
Restaurants & Bars,Food services and drinking places,June,56480.85,39421.0,88002.0
Restaurants & Bars,Food services and drinking places,March,55875.08,39374.0,84777.0
Restaurants & Bars,Food services and drinking places,May,57236.31,40785.0,90527.0
Restaurants & Bars,Food services and drinking places,November,54402.69,37447.0,83827.0
Restaurants & Bars,Food services and drinking places,October,57697.92,40150.0,90778.0
Restaurants & Bars,Food services and drinking places,September,55468.69,38361.0,87314.0
Restaurants & Bars,Full service restaurants,April,22031.72,16980.0,26810.0
Restaurants & Bars,Full service restaurants,August,22482.64,16981.0,29542.0
Restaurants & Bars,Full service restaurants,December,23373.25,17219.0,30281.0
Restaurants & Bars,Full service restaurants,February,20788.33,15211.0,24772.0
Restaurants & Bars,Full service restaurants,January,21257.04,15498.0,27604.0
Restaurants & Bars,Full service restaurants,July,22442.87,17545.0,28901.0
Restaurants & Bars,Full service restaurants,June,22235.1,16714.0,28875.0
Restaurants & Bars,Full service restaurants,March,22804.33,17098.0,28303.0
Restaurants & Bars,Full service restaurants,May,22885.72,17621.0,29334.0
Restaurants & Bars,Full service restaurants,November,21381.72,15557.0,27526.0
Restaurants & Bars,Full service restaurants,October,21883.64,16566.0,27763.0
Restaurants & Bars,Full service restaurants,September,21220.79,15709.0,26749.0
Restaurants & Bars,Limited service eating places,April,23887.08,16819.0,36888.0
Restaurants & Bars,Limited service eating places,August,25879.23,17897.0,39006.0
Restaurants & Bars,Limited service eating places,December,24897.54,17138.0,37359.0
Restaurants & Bars,Limited service eating places,February,21592.62,15325.0,31162.0
Restaurants & Bars,Limited service eating places,January,21895.23,15454.0,31383.0
Restaurants & Bars,Limited service eating places,July,26047.15,18053.0,39599.0
Restaurants & Bars,Limited service eating places,June,25375.54,17395.0,38502.0
Restaurants & Bars,Limited service eating places,March,24557.77,17064.0,36396.0
Restaurants & Bars,Limited service eating places,May,25446.62,17531.0,38701.0
Restaurants & Bars,Limited service eating places,November,23850.92,16480.0,35718.0
Restaurants & Bars,Limited service eating places,October,25161.62,17550.0,38267.0
Restaurants & Bars,Limited service eating places,September,24217.62,16551.0,36942.0
Restaurants & Bars,Restaurants and other eating places,April,46828.85,28161.0,75364.0
Restaurants & Bars,Restaurants and other eating places,August,50871.31,34878.0,78204.0
Restaurants & Bars,Restaurants and other eating places,December,50703.69,34357.0,78113.0
Restaurants & Bars,Restaurants and other eating places,February,43745.92,30536.0,63755.0
Restaurants & Bars,Restaurants and other eating places,January,43846.38,30952.0,62002.0
Restaurants & Bars,Restaurants and other eating places,July,51049.77,35598.0,78939.0
Restaurants & Bars,Restaurants and other eating places,June,49795.0,34109.0,76718.0
Restaurants & Bars,Restaurants and other eating places,March,48911.0,34162.0,74083.0
Restaurants & Bars,Restaurants and other eating places,May,50122.38,35152.0,78567.0
Restaurants & Bars,Restaurants and other eating places,November,47080.08,32037.0,71661.0
Restaurants & Bars,Restaurants and other eating places,October,49578.54,34116.0,77253.0
Restaurants & Bars,Restaurants and other eating places,September,47611.15,32260.0,74528.0
Sports & Recreation,Book stores,April,638.38,168.0,858.0
Sports & Recreation,Book stores,August,1461.77,725.0,2142.0
Sports & Recreation,Book stores,December,1243.15,844.0,1879.0
Sports & Recreation,Book stores,February,690.69,430.0,960.0
Sports & Recreation,Book stores,January,1384.46,769.0,2150.0
Sports & Recreation,Book stores,July,687.69,412.0,1003.0
Sports & Recreation,Book stores,June,697.92,366.0,1020.0
Sports & Recreation,Book stores,March,669.15,388.0,948.0
Sports & Recreation,Book stores,May,736.23,259.0,1015.0
Sports & Recreation,Book stores,November,704.85,465.0,978.0
Sports & Recreation,Book stores,October,679.77,427.0,905.0
Sports & Recreation,Book stores,September,1002.62,583.0,1400.0
Sports & Recreation,"Hobby, toy, and game stores",April,1229.62,354.0,1886.0
Sports & Recreation,"Hobby, toy, and game stores",August,1300.23,1046.0,1984.0
Sports & Recreation,"Hobby, toy, and game stores",December,3052.38,2102.0,3572.0
Sports & Recreation,"Hobby, toy, and game stores",February,1196.08,1005.0,1671.0
Sports & Recreation,"Hobby, toy, and game stores",January,1174.77,958.0,1626.0
Sports & Recreation,"Hobby, toy, and game stores",July,1264.46,1046.0,1845.0
Sports & Recreation,"Hobby, toy, and game stores",June,1239.0,1030.0,1699.0
Sports & Recreation,"Hobby, toy, and game stores",March,1369.38,850.0,1941.0
Sports & Recreation,"Hobby, toy, and game stores",May,1283.38,1036.0,1855.0
Sports & Recreation,"Hobby, toy, and game stores",November,2249.77,1945.0,3149.0
Sports & Recreation,"Hobby, toy, and game stores",October,1483.69,1252.0,2137.0
Sports & Recreation,"Hobby, toy, and game stores",September,1360.62,1080.0,2049.0
Sports & Recreation,Sporting goods stores,April,3730.62,2565.0,5760.0
Sports & Recreation,Sporting goods stores,August,4449.69,3415.0,6182.0
Sports & Recreation,Sporting goods stores,December,5895.54,4894.0,7742.0
Sports & Recreation,Sporting goods stores,February,3025.23,2303.0,4201.0
Sports & Recreation,Sporting goods stores,January,2971.62,2373.0,4071.0
Sports & Recreation,Sporting goods stores,July,4242.54,3266.0,5944.0
Sports & Recreation,Sporting goods stores,June,4436.54,3413.0,6248.0
Sports & Recreation,Sporting goods stores,March,3951.46,3118.0,6035.0
Sports & Recreation,Sporting goods stores,May,3975.92,3078.0,5586.0
Sports & Recreation,Sporting goods stores,November,4028.38,3107.0,5624.0
Sports & Recreation,Sporting goods stores,October,3589.92,2611.0,5209.0
Sports & Recreation,Sporting goods stores,September,3691.54,2828.0,5204.0
Sports & Recreation,"Sporting goods, hobby, musical instrument, and book stores",April,6323.31,3427.0,8786.0
Sports & Recreation,"Sporting goods, hobby, musical instrument, and book stores",August,8018.23,7258.0,10185.0
Sports & Recreation,"Sporting goods, hobby, musical instrument, and book stores",December,11210.69,9230.0,13437.0
Sports & Recreation,"Sporting goods, hobby, musical instrument, and book stores",February,5629.85,4995.0,7142.0
Sports & Recreation,"Sporting goods, hobby, musical instrument, and book stores",January,6266.77,5590.0,7270.0
Sports & Recreation,"Sporting goods, hobby, musical instrument, and book stores",July,6941.85,5997.0,9190.0
Sports & Recreation,"Sporting goods, hobby, musical instrument, and book stores",June,7124.54,6237.0,9288.0
Sports & Recreation,"Sporting goods, hobby, musical instrument, and book stores",March,6784.69,5186.0,9323.0
Sports & Recreation,"Sporting goods, hobby, musical instrument, and book stores",May,6751.92,5885.0,8851.0
Sports & Recreation,"Sporting goods, hobby, musical instrument, and book stores",November,7853.92,6904.0,10277.0
Sports & Recreation,"Sporting goods, hobby, musical instrument, and book stores",October,6598.46,5581.0,8849.0
Sports & Recreation,"Sporting goods, hobby, musical instrument, and book stores",September,6882.54,6021.0,8998.0
